Tweets,Sentiment
"#राम जिनका नाम हैं,\nआयोध्या जिनका धाम हैं,\nऐसे रघुनंदन के चरणों में,\nमेरा प्रणाम हैं। \n\n#राम नवमी की हार्दिक शुभकामनाएं। https://t.co/7kH1m7X3nn',",positive
"🙏🙇😍 आज प्रभु श्री *रामजी* के *जन्मोत्सव* के महापर्व पर जानिए क्या और कैसे होता है *राम राज्य/ धर्म राज्य*!*धर्मसम्राट करपात्री* जी महाराज के कमलमुख से उनकी *मधुर एवम् दिव्य* वाणी में! \n🏹🧡😍*ॐ राजा रामचंद्र जी की जय ॐ*😍🧡🏹  @govardhanmath #रामनवमी #RamNavami #राम_नवमी #राम https://t.co/0TDubY86SL',",positive
"धर्म,रीती,नीती न्याय,आस्था\n#राम 🙏🏻🚩\n#राम_नवमी',",positive
"आप सब को श्री राम नवमी की ह्रदय से शुभकामनाये!!🙏\nहे 🙏मेरे बालाजी महाराज अपने भक्तों पर कृपा बनाये रखना और इस भीषण बीमारी से भक्तों को बचाये रखना!!\n#श्री_रामनवमी_की_हार्दिक_शुभकामनाएँ \n#श्रीराम_नवमी \n#श्री_राम \n#राम \n#बालाजी https://t.co/Zs9jSiA9EH',",negative
"राम सिया राम,सिया राम सिया राम,राम सिया राम सिया राम सिया राम।🙏\n#श्रीराम #राम_नवमी 🚩\nजय श्री राम। #राम_नवमी_की_हार्दिक_शुभकामनाए \n#राम बस्ते है दिल में।🙏🚩 https://t.co/KnJHSfxkfY',",positive
"राम नवमी की हार्दिक शुभकामनाएँ 🙏🚩#रामनवमी #रामनवमी_की_हार्दिक_शुभकामनाएं #राम_नवमी #राम #रामनवमीकीशुभकामनाएं #रामनवमी2021 #RamNavami #RamNavami2021 #ramnavmi2021 https://t.co/AuyZO9a0UX',",positive
". जय श्री राम . \n🧡राम नवमी की बधाइयाँ एवं शुभकामनाएँ 🌌\n\n#RamNavami #राम https://t.co/PAhW7esuM0',",positive
"#JaiShriRam 👉  सभी देशवासियों को\n             #राम नवमी \n    की हार्दिक शुभकामनाएं🙏🙏\n    🙏  #जय #श्री #रामनवमी https://t.co/lZnWVNEDQ7',",positive
"शक्ति की अधिष्ठात्री देवी के अनुष्ठान की नवमी तिथि एवं #RamNavami  के पावन पर्व की आप सभी को हार्दिक शुभकामनाएं\n\nसनातन जगत की सकल आस्था के केंद्र व भारत की अटूट श्रद्धा के प्रतीक मर्यादा पुरुषोत्तम प्रभु श्री #राम की कृपा से हम सभी के जीवन में उत्तम स्वास्थ्यसुखशांति का वास हो https://t.co/VKEMdl7xXv',",negative
"#श्री #राम #नवमी की #हार्दिक #शुभकामनाएँ। #भगवान श्री #राम की #कृपा #सदैव #हम #सभी पर बनी रहे। #जय जय #श्री_राम #रामनवमी #जय_श्रीराम https://t.co/gTRCyw5nST',",positive
"सनातनी हिंदू हो तो आज का दिन क्या है वो तो याद होना चाहिए अगर नही है तो शर्म करो ||\nखून नही पानी है तुम्हारे अंदर ▪️\n                 समझदार के लिए इशारा काफी हैं\nजय श्री राम 🔥\n\n#राम \n#राम_नवमी \n#जयश्रीराम \n#RamNavami',",negative
"#जय_श्री_राम\nमर्यादा पुरुषोत्तम भगवान श्री रामलला के जन्मोत्सव श्री राम नवमी की हार्दिक शुभकामनाएं ।\nभारत की आस्था एवं अटूट श्रद्धा के प्रतीक प्रभु श्री राम सब पर अपनी कृपा बनाये ।\n#राम \n#रामनवमी_की_हार्दिक_शुभकामनाएं',",negative
"आप सभी को #रामनवमी की हार्दिक बधाई एवं शुभकामनाएं। \nभगवान #राम आपको सुख और शांति प्रदान करे एवं सभी स्वस्थ हों, यही मनोकामना है...\n🙏जय श्री राम🙏 #RamNavami #JaiShriRam #wednesdaythought #श्रीराम_नवमी #श्रीरामनवमी #goodmorning https://t.co/Rtcdw2A17m',",positive
"@narendramodi @iankitvora आप सभी को रामनवमी की हार्दिक शुभकामनाएं !\nजय श्री राम🙏🙏🙏\n#RamNavami2021\n#RamNavami\n#राम\n#रामनवमी\n#श्रीराम_नवमी https://t.co/wu0ipt8SdE',",positive
